"County","CountyCode","Year","Variable","Value","Percentage"
"L TRANZACTII IMOBILIARE","Mures","2009","371","0.0038477879227556576","0.000008016160579728733"
"L TRANZACTII IMOBILIARE","Mures","2010","371","0.0038231759357636773","0.000008708753167808965"
"L TRANZACTII IMOBILIARE","Mures","2011","371","0.0030728671072273485","0.00000872965989245059"
"L TRANZACTII IMOBILIARE","Mures","2012","371","0.0036869144756724085","0.000008634385577122331"
"L TRANZACTII IMOBILIARE","Mures","2013","371","0.004239443784975411","0.000008478815679025953"
"L TRANZACTII IMOBILIARE","Mures","2014","371","0.0032187308283819784","0.000008403926314374075"
"L TRANZACTII IMOBILIARE","Mures","2015","371","0.003056249743946905","0.000008193631909280108"
"L TRANZACTII IMOBILIARE","Mures","2016","371","0.0028182054447404327","0.00000812156356341723"
"L TRANZACTII IMOBILIARE","Mures","2017","371","0.0037413148049171567","0.00000774593338497289"
"L TRANZACTII IMOBILIARE","Mures","2018","371","0.004563296982069545","0.000007505366336930906"
"L TRANZACTII IMOBILIARE","Mures","2019","371","0.004183817564522429","0.0000075112857067744295"
"L TRANZACTII IMOBILIARE","Mures","2020","371","0.005215727658540659","0.000007591976798918903"
"L TRANZACTII IMOBILIARE","Mures","2021","371","0.005653384860401398","0.000007547853390495744"
"L TRANZACTII IMOBILIARE","Mures","2022","371","0.006032166621024506","0.000007401376656058027"
"L TRANZACTII IMOBILIARE","Mures","2023","371","0.0057622210743050045","0.000007275478726500204"
"L TRANZACTII IMOBILIARE","Mures","2024","371","0.005104770719150844","0.000007230501146034431"
"L TRANZACTII IMOBILIARE","Sibiu","2008","437","437","0.9999918362015479"
"L TRANZACTII IMOBILIARE","Sibiu","2009","437","411","0.9999913741050633"
"L TRANZACTII IMOBILIARE","Sibiu","2010","437","408","0.9999908309875943"
"L TRANZACTII IMOBILIARE","Sibiu","2011","437","407","0.9999910046056419"
"L TRANZACTII IMOBILIARE","Sibiu","2012","437","472","0.9999913967393642"
"L TRANZACTII IMOBILIARE","Sibiu","2013","437","503","0.99999153560969"
"L TRANZACTII IMOBILIARE","Sibiu","2014","437","479","0.999991643197981"
"L TRANZACTII IMOBILIARE","Sibiu","2015","437","562","0.9999916601337715"
"L TRANZACTII IMOBILIARE","Sibiu","2016","437","454","0.9999921113872126"
"L TRANZACTII IMOBILIARE","Sibiu","2017","437","572","0.999992445418146"
"L TRANZACTII IMOBILIARE","Sibiu","2018","437","548","0.999992469766111"
"L TRANZACTII IMOBILIARE","Sibiu","2019","437","593","0.9999925221903999"
"L TRANZACTII IMOBILIARE","Sibiu","2020","437","601","0.999992233733555"
"L TRANZACTII IMOBILIARE","Sibiu","2021","437","647","0.9999922402421044"
"L TRANZACTII IMOBILIARE","Sibiu","2022","437","761","0.9999925043662067"
"L TRANZACTII IMOBILIARE","Sibiu","2023","437","699","0.9999927421579016"
"L TRANZACTII IMOBILIARE","Sibiu","2024","437","740","0.9999927773323799"
"L TRANZACTII IMOBILIARE","Sibiu","2008","437","0.0035676090488280772","0.000008163798452143813"
"L TRANZACTII IMOBILIARE","Sibiu","2009","437","0.0035452734000983362","0.000008625894936599673"
"L TRANZACTII IMOBILIARE","Sibiu","2010","437","0.0037409913627111185","0.000009169012405673785"
"L TRANZACTII IMOBILIARE","Sibiu","2011","437","0.003661158437306035","0.00000899539435808866"
"L TRANZACTII IMOBILIARE","Sibiu","2012","437","0.00406077395598534","0.00000860326063578096"
"L TRANZACTII IMOBILIARE","Sibiu","2013","437","0.004257624364107295","0.000008464390309965972"
"L TRANZACTII IMOBILIARE","Sibiu","2014","437","0.004002941618893216","0.000008356802019003367"
"L TRANZACTII IMOBILIARE","Sibiu","2015","437","0.004687043909761894","0.000008339866228545694"
"L TRANZACTII IMOBILIARE","Sibiu","2016","437","0.0035814584582373543","0.000007888612787441327"
"L TRANZACTII IMOBILIARE","Sibiu","2017","437","0.004321253465690607","0.000007554581853894387"
"L TRANZACTII IMOBILIARE","Sibiu","2018","437","0.004126599245464883","0.0000075302338890645955"
"L TRANZACTII IMOBILIARE","Sibiu","2019","437","0.0044343742522134485","0.000007477809600011965"
"L TRANZACTII IMOBILIARE","Sibiu","2020","437","0.004667562383019703","0.000007766266445069197"
"L TRANZACTII IMOBILIARE","Sibiu","2021","437","0.005020602317081687","0.000007759757895553658"
"L TRANZACTII IMOBILIARE","Sibiu","2022","437","0.005704220073457762","0.000007495633793315394"
"L TRANZACTII IMOBILIARE","Sibiu","2023","437","0.0050732684477540445","0.000007257842098387308"
"L TRANZACTII IMOBILIARE","Sibiu","2024","437","0.0053448126426487155","0.000007222667620058792"
"L TRANZACTII IMOBILIARE","Bacau","2008","633","633","0.9999918030771249"
"L TRANZACTII IMOBILIARE","Bacau","2009","633","502","0.9999909709807321"
"L TRANZACTII IMOBILIARE","Bacau","2010","633","434","0.9999900824151302"
"L TRANZACTII IMOBILIARE","Bacau","2011","633","401","0.9999900178680162"
"L TRANZACTII IMOBILIARE","Bacau","2012","633","427","0.9999903167394525"
"L TRANZACTII IMOBILIARE","Bacau","2013","633","383","0.9999899024577419"
"L TRANZACTII IMOBILIARE","Bacau","2014","633","346","0.9999897233526535"
"L TRANZACTII IMOBILIARE","Bacau","2015","633","386","0.999990141955836"
"L TRANZACTII IMOBILIARE","Bacau","2016","633","415","0.9999903282588932"
"L TRANZACTII IMOBILIARE","Bacau","2017","633","432","0.9999905902722235"
"L TRANZACTII IMOBILIARE","Bacau","2018","633","514","0.9999908334249991"
"L TRANZACTII IMOBILIARE","Bacau","2019","633","507","0.9999910437601877"
"L TRANZACTII IMOBILIARE","Bacau","2020","633","456","0.9999910603338071"
"L TRANZACTII IMOBILIARE","Bacau","2021","633","481","0.9999910796321241"
"L TRANZACTII IMOBILIARE","Bacau","2022","633","408","0.9999911490325893"
"L TRANZACTII IMOBILIARE","Bacau","2023","633","486","0.9999916025662557"
"L TRANZACTII IMOBILIARE","Bacau","2024","633","631","0.9999918393327839"
"L TRANZACTII IMOBILIARE","Bacau","2008","633","0.00518869471130201","0.000008196922875152669"
"L TRANZACTII IMOBILIARE","Bacau","2009","633","0.004532608597509774","0.000009029019267927117"
"L TRANZACTII IMOBILIARE","Bacau","2010","633","0.0043042745214717845","0.000009917584869732523"
"L TRANZACTII IMOBILIARE","Bacau","2011","633","0.0040028748827087785","0.00000998213198374909"
"L TRANZACTII IMOBILIARE","Bacau","2012","633","0.004134792292049966","0.00000968326054749155"
"L TRANZACTII IMOBILIARE","Bacau","2013","633","0.003867397736108166","0.000010097542258214351"
"L TRANZACTII IMOBILIARE","Bacau","2014","633","0.0035557565231689394","0.000010276647346569656"
"L TRANZACTII IMOBILIARE","Bacau","2015","633","0.003805242559567819","0.000009858044164037856"
"L TRANZACTII IMOBILIARE","Bacau","2016","633","0.0040138113798806494","0.000009671741106834051"
"L TRANZACTII IMOBILIARE","Bacau","2017","633","0.0040650406504065045","0.000009409727776575425"
"L TRANZACTII IMOBILIARE","Bacau","2018","633","0.00471166274028105","0.000009166575000916659"
"L TRANZACTII IMOBILIARE","Bacau","2019","633","0.004540854253804197","0.000008956239812277213"
"L TRANZACTII IMOBILIARE","Bacau","2020","633","0.0040765242267119615","0.00000893966619286436"
"L TRANZACTII IMOBILIARE","Bacau","2021","633","0.0042907352232787995","0.000008920367875971204"
"L TRANZACTII IMOBILIARE","Bacau","2022","633","0.003611226666430639","0.000008850967410737994"
"L TRANZACTII IMOBILIARE","Bacau","2023","633","0.004081187071202439","0.000008397433744247758"
"L TRANZACTII IMOBILIARE","Bacau","2024","633","0.005149423036119408","0.000008160667216151593"
"L TRANZACTII IMOBILIARE","Botosani","2008","136","136","0.9999823230984074"
"L TRANZACTII IMOBILIARE","Botosani","2009","136","142","0.9999819858769275"
"L TRANZACTII IMOBILIARE","Botosani","2010","136","130","0.9999791061615929"
"L TRANZACTII IMOBILIARE","Botosani","2011","136","105","0.9999790978638017"
"L TRANZACTII IMOBILIARE","Botosani","2012","136","118","0.9999797020257378"
"L TRANZACTII IMOBILIARE","Botosani","2013","136","226","0.9999794306401185"
"L TRANZACTII IMOBILIARE","Botosani","2014","136","145","0.9999795622228126"
"L TRANZACTII IMOBILIARE","Botosani","2015","136","194","0.9999798922223115"
"L TRANZACTII IMOBILIARE","Botosani","2016","136","179","0.9999807547968668"
"L TRANZACTII IMOBILIARE","Botosani","2017","136","156","0.999981441959729"
"L TRANZACTII IMOBILIARE","Botosani","2018","136","153","0.9999816463246766"
"L TRANZACTII IMOBILIARE","Botosani","2019","136","142","0.999981994634401"
"L TRANZACTII IMOBILIARE","Botosani","2020","136","181","0.9999814969007309"
"L TRANZACTII IMOBILIARE","Botosani","2021","136","267","0.9999818297447078"
"L TRANZACTII IMOBILIARE","Botosani","2022","136","264","0.9999822241183164"
"L TRANZACTII IMOBILIARE","Botosani","2023","136","247","0.9999830955439855"
"L TRANZACTII IMOBILIARE","Botosani","2024","136","345","0.9999834423379419"
"L TRANZACTII IMOBILIARE","Botosani","2008","136","0.0024041011136644863","0.000017676901592688834"
"L TRANZACTII IMOBILIARE","Botosani","2009","136","0.0025580515573489938","0.00001801412307248883"
"L TRANZACTII IMOBILIARE","Botosani","2010","136","0.0027162557459256163","0.00002089383840705376"
"L TRANZACTII IMOBILIARE","Botosani","2011","136","0.0021947701762086913","0.00002090213619831947"
"L TRANZACTII IMOBILIARE","Botosani","2012","136","0.0023952095808383233","0.000020297974262168634"
"L TRANZACTII IMOBILIARE","Botosani","2013","136","0.0046487709554664195","0.000020569359881520484"
"L TRANZACTII IMOBILIARE","Botosani","2014","136","0.0029635382603008503","0.000020437777187353103"
"L TRANZACTII IMOBILIARE","Botosani","2015","136","0.003900987311737146","0.000020107777688409878"
"L TRANZACTII IMOBILIARE","Botosani","2016","136","0.0034449576597382603","0.00001924520313311907"
"L TRANZACTII IMOBILIARE","Botosani","2017","136","0.002895108009798827","0.00001855804027094739"
"L TRANZACTII IMOBILIARE","Botosani","2018","136","0.002808163864620806","0.000018353675323483528"
"L TRANZACTII IMOBILIARE","Botosani","2019","136","0.002556807951312615","0.000018005365598948486"
"L TRANZACTII IMOBILIARE","Botosani","2020","136","0.0033491229368662573","0.000018503099269127578"
"L TRANZACTII IMOBILIARE","Botosani","2021","136","0.004851546316822328","0.000018170255292086852"
"L TRANZACTII IMOBILIARE","Botosani","2022","136","0.00469291618522798","0.000017775881683731516"
"L TRANZACTII IMOBILIARE","Botosani","2023","136","0.004175471219677119","0.00001690445601460545"
"L TRANZACTII IMOBILIARE","Botosani","2024","136","0.0057124879954962415","0.000016557662058117395"
"L TRANZACTII IMOBILIARE","Iasi","2008","1108","1108","0.999993935240498"
"L TRANZACTII IMOBILIARE","Iasi","2009","1108","1365","0.9999934825397239"
"L TRANZACTII IMOBILIARE","Iasi","2010","1108","1181","0.9999927129636378"
"L TRANZACTII IMOBILIARE","Iasi","2011","1108","1003","0.9999925728418535"
"L TRANZACTII IMOBILIARE","Iasi","2012","1108","937","0.9999927631674169"
"L TRANZACTII IMOBILIARE","Iasi","2013","1108","1024","0.9999926699114525"
"L TRANZACTII IMOBILIARE","Iasi","2014","1108","885","0.9999927548832087"
"L TRANZACTII IMOBILIARE","Iasi","2015","1108","821","0.9999928862077796"
"L TRANZACTII IMOBILIARE","Iasi","2016","1108","941","0.9999933482775365"
"L TRANZACTII IMOBILIARE","Iasi","2017","1108","1012","0.9999937042773139"
"L TRANZACTII IMOBILIARE","Iasi","2018","1108","1062","0.9999939275065735"
"L TRANZACTII IMOBILIARE","Iasi","2019","1108","1090","0.9999940954529082"
"L TRANZACTII IMOBILIARE","Iasi","2020","1108","1079","0.9999939278015606"
"L TRANZACTII IMOBILIARE","Iasi","2021","1108","1006","0.9999940903933434"
"L TRANZACTII IMOBILIARE","Iasi","2022","1108","1092","0.9999942689468617"
"L TRANZACTII IMOBILIARE","Iasi","2023","1108","1033","0.9999945248680493"
"L TRANZACTII IMOBILIARE","Iasi","2024","1108","1177","0.9999946254763172"
"L TRANZACTII IMOBILIARE","Iasi","2008","1108","0.006719794282110064","0.000006064759501961949"
"L TRANZACTII IMOBILIARE","Iasi","2009","1108","0.008896391258725307","0.000006517460276079617"
"L TRANZACTII IMOBILIARE","Iasi","2010","1108","0.008606052656508463","0.0000072870363623114475"
"L TRANZACTII IMOBILIARE","Iasi","2011","1108","0.00744949494949495","0.000007427158146478414"
"L TRANZACTII IMOBILIARE","Iasi","2012","1108","0.006780961203059755","0.000007236832583115022"
"L TRANZACTII IMOBILIARE","Iasi","2013","1108","0.007506065692735096","0.000007330088547469654"
"L TRANZACTII IMOBILIARE","Iasi","2014","1108","0.0064119748157915706","0.000007245116791282675"
"L TRANZACTII IMOBILIARE","Iasi","2015","1108","0.005840464960767157","0.000007113792220356828"
"L TRANZACTII IMOBILIARE","Iasi","2016","1108","0.006259312473392933","0.000006651722463531932"
"L TRANZACTII IMOBILIARE","Iasi","2017","1108","0.006371311470249375","0.000006295722686007127"
"L TRANZACTII IMOBILIARE","Iasi","2018","1108","0.006449027180645632","0.0000060724934265258655"
"L TRANZACTII IMOBILIARE","Iasi","2019","1108","0.006435994331601322","0.000005904547091715329"
"L TRANZACTII IMOBILIARE","Iasi","2020","1108","0.006551941900852542","0.0000060721984394450015"
"L TRANZACTII IMOBILIARE","Iasi","2021","1108","0.005945099429719588","0.000005909606656580938"
"L TRANZACTII IMOBILIARE","Iasi","2022","1108","0.006258345893963447","0.000005731053138324698"
"L TRANZACTII IMOBILIARE","Iasi","2023","1108","0.005655842271535181","0.000005475131950680011"
"L TRANZACTII IMOBILIARE","Iasi","2024","1108","0.006325848373122937","0.0000053745236828386085"
"L TRANZACTII IMOBILIARE","Neamt","2008","450","450","0.9999884434480129"
"L TRANZACTII IMOBILIARE","Neamt","2009","450","576","0.9999877965439812"
"L TRANZACTII IMOBILIARE","Neamt","2010","450","467","0.999986409350367"
"L TRANZACTII IMOBILIARE","Neamt","2011","450","439","0.9999863578074267"
"L TRANZACTII IMOBILIARE","Neamt","2012","450","462","0.9999864873995"
"L TRANZACTII IMOBILIARE","Neamt","2013","450","501","0.9999864430676626"
"L TRANZACTII IMOBILIARE","Neamt","2014","450","423","0.9999864595886423"
"L TRANZACTII IMOBILIARE","Neamt","2015","450","454","0.9999872076958501"
"L TRANZACTII IMOBILIARE","Neamt","2016","450","501","0.9999871534647107"
"L TRANZACTII IMOBILIARE","Neamt","2017","450","582","0.9999876865487859"
"L TRANZACTII IMOBILIARE","Neamt","2018","450","549","0.9999881321133145"
"L TRANZACTII IMOBILIARE","Neamt","2019","450","534","0.9999883489263535"
"L TRANZACTII IMOBILIARE","Neamt","2020","450","520","0.9999878693774565"
"L TRANZACTII IMOBILIARE","Neamt","2021","450","677","0.9999879944774597"
"L TRANZACTII IMOBILIARE","Neamt","2022","450","625","0.9999884843041065"
"L TRANZACTII IMOBILIARE","Neamt","2023","450","596","0.9999885115573732"
"L TRANZACTII IMOBILIARE","Neamt","2024","450","604","0.9999885144602945"
"L TRANZACTII IMOBILIARE","Neamt","2008","450","0.005200508494163873","0.000011556551987149113"
"L TRANZACTII IMOBILIARE","Neamt","2009","450","0.007029276448262817","0.000012203456018744508"
"L TRANZACTII IMOBILIARE","Neamt","2010","450","0.0063469196373965395","0.00001359064963305246"
"L TRANZACTII IMOBILIARE","Neamt","2011","450","0.005989004242779771","0.000013642192573190363"
"L TRANZACTII IMOBILIARE","Neamt","2012","450","0.006242905788876277","0.000013512600499966218"
"L TRANZACTII IMOBILIARE","Neamt","2013","450","0.006792115181258642","0.000013556932337350703"
"L TRANZACTII IMOBILIARE","Neamt","2014","450","0.005727671559334886","0.000013540411357697047"
"L TRANZACTII IMOBILIARE","Neamt","2015","450","0.005807780378912896","0.000012792304149823466"
"L TRANZACTII IMOBILIARE","Neamt","2016","450","0.006436196862835781","0.000012846535289432441"
"L TRANZACTII IMOBILIARE","Neamt","2017","450","0.007166516851165482","0.00001231345121410629"
"L TRANZACTII IMOBILIARE","Neamt","2018","450","0.0065155471160693096","0.000011867886685417926"
"L TRANZACTII IMOBILIARE","Neamt","2019","450","0.006221745817215827","0.000011651073646436518"
"L TRANZACTII IMOBILIARE","Neamt","2020","450","0.006308000242615394","0.000012130622543548935"
"L TRANZACTII IMOBILIARE","Neamt","2021","450","0.00812783633875189","0.000012005522540368569"
"L TRANZACTII IMOBILIARE","Neamt","2022","450","0.007197392816426178","0.000011515695893502844"
"L TRANZACTII IMOBILIARE","Neamt","2023","450","0.006847190469078501","0.000011488442626717521"
"L TRANZACTII IMOBILIARE","Neamt","2024","450","0.006937345661287544","0.000011485539705510762"
"L TRANZACTII IMOBILIARE","Suceava","2008","425","425","0.999990157770932"
"L TRANZACTII IMOBILIARE","Suceava","2009","425","386","0.9999899779514934"
"L TRANZACTII IMOBILIARE","Suceava","2010","425","261","0.9999888158189059"
"L TRANZACTII IMOBILIARE","Suceava","2011","425","457","0.9999885367111825"
"L TRANZACTII IMOBILIARE","Suceava","2012","425","428","0.9999887346791637"
"L TRANZACTII IMOBILIARE","Suceava","2013","425","503","0.9999887163747969"
"L TRANZACTII IMOBILIARE","Suceava","2014","425","485","0.9999890961825736"
"L TRANZACTII IMOBILIARE","Suceava","2015","425","424","0.9999892059928328"
"L TRANZACTII IMOBILIARE","Suceava","2016","425","341","0.999989629137974"
"L TRANZACTII IMOBILIARE","Suceava","2017","425","384","0.9999900558859212"
"L TRANZACTII IMOBILIARE","Suceava","2018","425","418","0.9999903372306503"
"L TRANZACTII IMOBILIARE","Suceava","2019","425","432","0.9999906073300396"
"L TRANZACTII IMOBILIARE","Suceava","2020","425","426","0.9999902456154042"
"L TRANZACTII IMOBILIARE","Suceava","2021","425","382","0.9999905054878281"
"L TRANZACTII IMOBILIARE","Suceava","2022","425","357","0.9999906811171477"
"L TRANZACTII IMOBILIARE","Suceava","2023","425","432","0.9999910568160476"
"L TRANZACTII IMOBILIARE","Suceava","2024","425","517","0.999991203223139"
"L TRANZACTII IMOBILIARE","Suceava","2008","425","0.004182988523847956","0.00000984222906803933"
"L TRANZACTII IMOBILIARE","Suceava","2009","425","0.0038685494943825854","0.000010022048506714773"
"L TRANZACTII IMOBILIARE","Suceava","2010","425","0.002919103913388733","0.00001118418109426028"
"L TRANZACTII IMOBILIARE","Suceava","2011","425","0.005238783043308801","0.000011463288817561759"
"L TRANZACTII IMOBILIARE","Suceava","2012","425","0.004821611634954431","0.000011265320836337418"
"L TRANZACTII IMOBILIARE","Suceava","2013","425","0.0056757275199440325","0.000011283625203105253"
"L TRANZACTII IMOBILIARE","Suceava","2014","425","0.005288409115690764","0.000010903817426481011"
"L TRANZACTII IMOBILIARE","Suceava","2015","425","0.004576708439925305","0.00001079400716722076"
"L TRANZACTII IMOBILIARE","Suceava","2016","425","0.0035365006274436597","0.000010370862026051605"
"L TRANZACTII IMOBILIARE","Suceava","2017","425","0.0038185777786617077","0.000009944114078876713"
"L TRANZACTII IMOBILIARE","Suceava","2018","425","0.004039076616838505","0.000009662769349695623"
"L TRANZACTII IMOBILIARE","Suceava","2019","425","0.004057671535246325","0.000009392669960362933"
"L TRANZACTII IMOBILIARE","Suceava","2020","425","0.004155408371294517","0.000009754384595875846"
"L TRANZACTII IMOBILIARE","Suceava","2021","425","0.0036269380856982806","0.000009494512171964605"
"L TRANZACTII IMOBILIARE","Suceava","2022","425","0.0033268721810116673","0.000009318882852323663"
"L TRANZACTII IMOBILIARE","Suceava","2023","425","0.0038634900193174502","0.000008943183952350716"
"L TRANZACTII IMOBILIARE","Suceava","2024","425","0.004547973644624682","0.000008796776860958145"
"L TRANZACTII IMOBILIARE","Vaslui","2008","161","161","0.999983556958695"
"L TRANZACTII IMOBILIARE","Vaslui","2009","161","152","0.9999818784770673"
"L TRANZACTII IMOBILIARE","Vaslui","2010","161","143","0.9999801610919334"
"L TRANZACTII IMOBILIARE","Vaslui","2011","161","158","0.9999795885042456"
"L TRANZACTII IMOBILIARE","Vaslui","2012","161","138","0.9999808842926233"
"L TRANZACTII IMOBILIARE","Vaslui","2013","161","110","0.9999805723388961"
"L TRANZACTII IMOBILIARE","Vaslui","2014","161","119","0.9999799915964704"
"L TRANZACTII IMOBILIARE","Vaslui","2015","161","153","0.9999804217162324"
"L TRANZACTII IMOBILIARE","Vaslui","2016","161","247","0.9999809647085697"
"L TRANZACTII IMOBILIARE","Vaslui","2017","161","259","0.9999812989733137"
"L TRANZACTII IMOBILIARE","Vaslui","2018","161","232","0.9999813918868626"
"L TRANZACTII IMOBILIARE","Vaslui","2019","161","262","0.9999815569613251"
"L TRANZACTII IMOBILIARE","Vaslui","2020","161","259","0.9999807288354434"
"L TRANZACTII IMOBILIARE","Vaslui","2021","161","261","0.9999808539153743"
"L TRANZACTII IMOBILIARE","Vaslui","2022","161","233","0.9999812315834913"
"L TRANZACTII IMOBILIARE","Vaslui","2023","161","328","0.9999819151822046"
"L TRANZACTII IMOBILIARE","Vaslui","2024","161","314","0.9999822883457314"
"L TRANZACTII IMOBILIARE","Vaslui","2008","161","0.002647373180958645","0.000016443041304919756"
"L TRANZACTII IMOBILIARE","Vaslui","2009","161","0.002754521401906419","0.000018121522932787274"
"L TRANZACTII IMOBILIARE","Vaslui","2010","161","0.0028370201368911815","0.00001983890806650002"
"L TRANZACTII IMOBILIARE","Vaslui","2011","161","0.003225082157947378","0.000020411495754408884"
"L TRANZACTII IMOBILIARE","Vaslui","2012","161","0.0026380180455727177","0.00001911570737675148"
"L TRANZACTII IMOBILIARE","Vaslui","2013","161","0.0021370842399751322","0.000019427661103879704"
"L TRANZACTII IMOBILIARE","Vaslui","2014","161","0.002381047660970827","0.00002000840352948238"
"L TRANZACTII IMOBILIARE","Vaslui","2015","161","0.0029955360639047695","0.00001957828376764493"
"L TRANZACTII IMOBILIARE","Vaslui","2016","161","0.0047018064835436775","0.000019035291430311798"
"L TRANZACTII IMOBILIARE","Vaslui","2017","161","0.004843656493117894","0.000018701026686365082"
"L TRANZACTII IMOBILIARE","Vaslui","2018","161","0.004317162582109827","0.000018608113137327874"
"L TRANZACTII IMOBILIARE","Vaslui","2019","161","0.00483216525267429","0.000018443038675052103"
"L TRANZACTII IMOBILIARE","Vaslui","2020","161","0.004991327808826364","0.00001927116455647415"
"L TRANZACTII IMOBILIARE","Vaslui","2021","161","0.004997223764575236","0.000019146084625694045"
"L TRANZACTII IMOBILIARE","Vaslui","2022","161","0.004373123123123123","0.000018768416508699164"
"L TRANZACTII IMOBILIARE","Vaslui","2023","161","0.005931927514739393","0.00001808481779546071"
"L TRANZACTII IMOBILIARE","Vaslui","2024","161","0.005561557944703236","0.000017711654268508678"
"L TRANZACTII IMOBILIARE","Braila","2008","473","473","0.9999868153890779"
"L TRANZACTII IMOBILIARE","Braila","2009","473","562","0.9999860141816199"
"L TRANZACTII IMOBILIARE","Braila","2010","473","518","0.9999840370340809"
"L TRANZACTII IMOBILIARE","Braila","2011","473","512","0.9999841438470198"
"L TRANZACTII IMOBILIARE","Braila","2012","473","484","0.9999841002321366"
"L TRANZACTII IMOBILIARE","Braila","2013","473","545","0.9999838017332146"
"L TRANZACTII IMOBILIARE","Braila","2014","473","353","0.9999836649351499"
"L TRANZACTII IMOBILIARE","Braila","2015","473","274","0.9999836955635629"
"L TRANZACTII IMOBILIARE","Braila","2016","473","350","0.9999841302588355"
"L TRANZACTII IMOBILIARE","Braila","2017","473","373","0.9999853627834131"
"L TRANZACTII IMOBILIARE","Braila","2018","473","324","0.9999855340817034"
"L TRANZACTII IMOBILIARE","Braila","2019","473","412","0.9999854329332245"
"L TRANZACTII IMOBILIARE","Braila","2020","473","341","0.9999848445811801"
"L TRANZACTII IMOBILIARE","Braila","2021","473","333","0.9999850982028433"
"L TRANZACTII IMOBILIARE","Braila","2022","473","354","0.9999856517684195"
"L TRANZACTII IMOBILIARE","Braila","2023","473","344","0.9999859690477193"
"L TRANZACTII IMOBILIARE","Braila","2024","473","363","0.9999857468643102"
"L TRANZACTII IMOBILIARE","Braila","2008","473","0.006236403190717912","0.000013184610922131688"
"L TRANZACTII IMOBILIARE","Braila","2009","473","0.00786013986013986","0.000013985818380162517"
"L TRANZACTII IMOBILIARE","Braila","2010","473","0.008268948343017687","0.000015962965919067764"
"L TRANZACTII IMOBILIARE","Braila","2011","473","0.008118479053689785","0.000015856152980163953"
"L TRANZACTII IMOBILIARE","Braila","2012","473","0.0076956100042930055","0.000015899767863389194"
"L TRANZACTII IMOBILIARE","Braila","2013","473","0.008828198399585317","0.000016198266785453954"
"L TRANZACTII IMOBILIARE","Braila","2014","473","0.00576637208618521","0.000016335064850207454"
"L TRANZACTII IMOBILIARE","Braila","2015","473","0.004467488423661384","0.000016304436437154552"
"L TRANZACTII IMOBILIARE","Braila","2016","473","0.005554497556021075","0.000015869741164521605"
"L TRANZACTII IMOBILIARE","Braila","2017","473","0.005459761702625955","0.000014637216586893837"
"L TRANZACTII IMOBILIARE","Braila","2018","473","0.004687025330189362","0.000014465918296493462"
"L TRANZACTII IMOBILIARE","Braila","2019","473","0.006001718938919399","0.000014567066775434098"
"L TRANZACTII IMOBILIARE","Braila","2020","473","0.005168076141978116","0.000015155418819999093"
"L TRANZACTII IMOBILIARE","Braila","2021","473","0.0049623724014603975","0.000014901797156737101"
"L TRANZACTII IMOBILIARE","Braila","2022","473","0.005079346859127041","0.000014348231580457709"
"L TRANZACTII IMOBILIARE","Braila","2023","473","0.004826715307983724","0.000014030952280731295"
"L TRANZACTII IMOBILIARE","Braila","2024","473","0.00517396200059864","0.000014253135689851767"
"L TRANZACTII IMOBILIARE","Buzau","2008","377","377","0.9999885064076777"
"L TRANZACTII IMOBILIARE","Buzau","2009","377","305","0.9999877452482201"
"L TRANZACTII IMOBILIARE","Buzau","2010","377","240","0.9999866695105044"
"L TRANZACTII IMOBILIARE","Buzau","2011","377","217","0.9999865931973884"
"L TRANZACTII IMOBILIARE","Buzau","2012","377","200","0.9999868597408741"
"L TRANZACTII IMOBILIARE","Buzau","2013","377","173","0.9999868921221655"
"L TRANZACTII IMOBILIARE","Buzau","2014","377","170","0.999987159568048"
"L TRANZACTII IMOBILIARE","Buzau","2015","377","142","0.9999875731630029"
"L TRANZACTII IMOBILIARE","Buzau","2016","377","183","0.9999871570944211"
"L TRANZACTII IMOBILIARE","Buzau","2017","377","273","0.9999875750158419"
"L TRANZACTII IMOBILIARE","Buzau","2018","377","275","0.9999876492892166"
"L TRANZACTII IMOBILIARE","Buzau","2019","377","233","0.999987932033211"
"L TRANZACTII IMOBILIARE","Buzau","2020","377","189","0.9999876642200703"
"L TRANZACTII IMOBILIARE","Buzau","2021","377","300","0.9999877789455673"
"L TRANZACTII IMOBILIARE","Buzau","2022","377","405","0.9999882511895671"
"L TRANZACTII IMOBILIARE","Buzau","2023","377","365","0.9999883834394312"
"L TRANZACTII IMOBILIARE","Buzau","2024","377","333","0.9999886986494886"
"L TRANZACTII IMOBILIARE","Buzau","2008","377","0.004333134108776608","0.000011493592322280328"
"L TRANZACTII IMOBILIARE","Buzau","2009","377","0.003737745098039216","0.000012254751780002698"
"L TRANZACTII IMOBILIARE","Buzau","2010","377","0.003199360127974405","0.000013330489495574277"
"L TRANZACTII IMOBILIARE","Buzau","2011","377","0.0029093151713412346","0.00001340680261164515"
"L TRANZACTII IMOBILIARE","Buzau","2012","377","0.002628086358917754","0.000013140259125909962"
"L TRANZACTII IMOBILIARE","Buzau","2013","377","0.002267692590019531","0.000013107877834578582"
"L TRANZACTII IMOBILIARE","Buzau","2014","377","0.0021829014612599193","0.000012840431952130869"
"L TRANZACTII IMOBILIARE","Buzau","2015","377","0.00176463278240338","0.000012426836997179108"
"L TRANZACTII IMOBILIARE","Buzau","2016","377","0.0023502819053979425","0.000012842905578958184"
