Name,Date,Value
Subsidies on products,2006-12,118.5
Subsidies on products,2007-03,48.7
Subsidies on products,2007-06,101.6
Subsidies on products,2007-09,102.1
Subsidies on products,2007-12,111.1
Subsidies on products,2008-03,76.1
Subsidies on products,2008-06,78.4
Subsidies on products,2008-09,112.7
Subsidies on products,2008-12,104.7
Subsidies on products,2009-03,96.6
Subsidies on products,2009-06,78.1
Subsidies on products,2009-09,236.8
Subsidies on products,2009-12,58.2
Subsidies on products,2010-03,140.2
Subsidies on products,2010-06,64.7
Subsidies on products,2010-09,70
Subsidies on products,2010-12,118.2
Subsidies on products,2011-03,93.8
Subsidies on products,2011-06,114.5
Subsidies on products,2011-09,86.6
Subsidies on products,2011-12,112.9
Subsidies on products,2012-03,77.6
Subsidies on products,2012-06,121.2
Subsidies on products,2012-09,75.8
Subsidies on products,2012-12,93.2
Subsidies on products,2013-03,110.6
Subsidies on products,2013-06,92.1
Subsidies on products,2013-09,149.4
Subsidies on products,2013-12,72
Subsidies on products,2014-03,137.6
Subsidies on products,2014-06,43.1
Subsidies on products,2014-09,223.1
Subsidies on products,2014-12,19.1
Subsidies on products,2015-03,258.8
Subsidies on products,2015-06,157.5
Subsidies on products,2015-09,103.2
Subsidies on products,2015-12,105.9
Subsidies on products,2016-03,82.2
Subsidies on products,2016-06,127.3
Subsidies on products,2016-09,80.4
Subsidies on products,2016-12,134
Subsidies on products,2017-03,106.7
Subsidies on products,2017-06,91.9
Subsidies on products,2017-09,88.2
Subsidies on products,2017-12,108.7
Subsidies on products,2018-03,125
Subsidies on products,2018-06,59.4
Subsidies on products,2018-09,135.1
Subsidies on products,2018-12,136.9
Subsidies on products,2019-03,97
Subsidies on products,2019-06,57
Subsidies on products,2019-09,108.6
Subsidies on products,2019-12,114.6
Subsidies on products,2020-03,110.4
Subsidies on products,2020-06,97.9
Subsidies on products,2020-09,113.7
Subsidies on products,2020-12,15.7
Subsidies on products,2021-03,576.1
Subsidies on products,2021-06,119.7
Subsidies on products,2021-09,80.2
Subsidies on products,2021-12,70.2
Subsidies on products,2022-03,122.2
Subsidies on products,2022-06,145.8
Subsidies on products,2022-09,113.6
Subsidies on products,2022-12,98.9
Subsidies on products,2023-03,66.1
Subsidies on products,2023-06,99.9
Subsidies on products,2023-09,174.3
Subsidies on products,2023-12,60.6
Subsidies on products,2024-03,138.8
Subsidies on products,2024-06,80
Subsidies on products,2024-09,74.3
Subsidies on products,2024-12,76.3
Subsidies on products,2025-03,135.3
Subsidies on products,2025-06,95.3
Subsidies on products,2025-09,130.2
Subsidies on products,2025-12,
Subsidies on products,2026-03,
Subsidies on products,2026-06,
Subsidies on products,2026-09,
Subsidies on products,2026-12,
Gross Domestic Product,,Brutt? hazai term?k
Gross Domestic Product,Date (formatted),Produsul Intern Brut
Gross Domestic Product,1995-03,
Gross Domestic Product,1995-06,97.8
Gross Domestic Product,1995-09,98.8
Gross Domestic Product,1995-12,94.7
Gross Domestic Product,1996-03,112.1
Gross Domestic Product,1996-06,99.5
Gross Domestic Product,1996-09,96.9
Gross Domestic Product,1996-12,98.5
Gross Domestic Product,1997-03,101.5
Gross Domestic Product,1997-06,95.6
Gross Domestic Product,1997-09,100.6
Gross Domestic Product,1997-12,97.7
Gross Domestic Product,1998-03,96.1
Gross Domestic Product,1998-06,101.7
Gross Domestic Product,1998-09,105.5
Gross Domestic Product,1998-12,102
Gross Domestic Product,1999-03,97.3
Gross Domestic Product,1999-06,98.6
Gross Domestic Product,1999-09,98.5
Gross Domestic Product,1999-12,98.7
Gross Domestic Product,2000-03,103
Gross Domestic Product,2000-06,105.6
Gross Domestic Product,2000-09,94.5
Gross Domestic Product,2000-12,101.6
Gross Domestic Product,2001-03,104.2
Gross Domestic Product,2001-06,99
Gross Domestic Product,2001-09,102.8
Gross Domestic Product,2001-12,102.5
Gross Domestic Product,2002-03,101.3
Gross Domestic Product,2002-06,102.2
Gross Domestic Product,2002-09,98.8
Gross Domestic Product,2002-12,101
Gross Domestic Product,2003-03,100
Gross Domestic Product,2003-06,102.5
Gross Domestic Product,2003-09,100.3
Gross Domestic Product,2003-12,98.6
Gross Domestic Product,2004-03,105.9
Gross Domestic Product,2004-06,102.6
Gross Domestic Product,2004-09,104.4
Gross Domestic Product,2004-12,101.8
Gross Domestic Product,2005-03,98.6
Gross Domestic Product,2005-06,101
Gross Domestic Product,2005-09,100.9
Gross Domestic Product,2005-12,103.1
Gross Domestic Product,2006-03,102.6
Gross Domestic Product,2006-06,101.5
Gross Domestic Product,2006-09,102.2
Gross Domestic Product,2006-12,100
Gross Domestic Product,2007-03,103.1
Gross Domestic Product,2007-06,101.4
Gross Domestic Product,2007-09,101
Gross Domestic Product,2007-12,103.7
Gross Domestic Product,2008-03,101.2
Gross Domestic Product,2008-06,104
Gross Domestic Product,2008-09,102.3
Gross Domestic Product,2008-12,100.2
Gross Domestic Product,2009-03,90.3
Gross Domestic Product,2009-06,100.7
Gross Domestic Product,2009-09,103.1
Gross Domestic Product,2009-12,100.9
Gross Domestic Product,2010-03,94.6
Gross Domestic Product,2010-06,101
Gross Domestic Product,2010-09,95.6
Gross Domestic Product,2010-12,102.9
Gross Domestic Product,2011-03,103.2
Gross Domestic Product,2011-06,101.7
Gross Domestic Product,2011-09,102.1
Gross Domestic Product,2011-12,95.5
Gross Domestic Product,2012-03,105.5
Gross Domestic Product,2012-06,100
Gross Domestic Product,2012-09,97.6
Gross Domestic Product,2012-12,99
Gross Domestic Product,2013-03,100.1
Gross Domestic Product,2013-06,101.7
Gross Domestic Product,2013-09,101.1
Gross Domestic Product,2013-12,101
Gross Domestic Product,2014-03,101.1
Gross Domestic Product,2014-06,100.3
Gross Domestic Product,2014-09,102
Gross Domestic Product,2014-12,100.1
Gross Domestic Product,2015-03,101.2
Gross Domestic Product,2015-06,101.2
Gross Domestic Product,2015-09,99.9
Gross Domestic Product,2015-12,99.8
Gross Domestic Product,2016-03,102.6
Gross Domestic Product,2016-06,99.9
Gross Domestic Product,2016-09,100.4
Gross Domestic Product,2016-12,100.2
Gross Domestic Product,2017-03,104.8
Gross Domestic Product,2017-06,103
Gross Domestic Product,2017-09,101.5
Gross Domestic Product,2017-12,99.9
Gross Domestic Product,2018-03,101.3
Gross Domestic Product,2018-06,102
Gross Domestic Product,2018-09,102.5
Gross Domestic Product,2018-12,99.3
Gross Domestic Product,2019-03,100.3
Gross Domestic Product,2019-06,102.4
Gross Domestic Product,2019-09,100.4
Gross Domestic Product,2019-12,101.8
Gross Domestic Product,2020-03,97.6
Gross Domestic Product,2020-06,91.7
Gross Domestic Product,2020-09,103.8
Gross Domestic Product,2020-12,104.9
Gross Domestic Product,2021-03,101.4
Gross Domestic Product,2021-06,101
Gross Domestic Product,2021-09,100.2
Gross Domestic Product,2021-12,99.9
Gross Domestic Product,2022-03,103.3
Gross Domestic Product,2022-06,100.2
Gross Domestic Product,2022-09,100.4
Gross Domestic Product,2022-12,101.1
Gross Domestic Product,2023-03,99.9
Gross Domestic Product,2023-06,101
Gross Domestic Product,2023-09,100.8
Gross Domestic Product,2023-12,100.2
Gross Domestic Product,2024-03,100
Gross Domestic Product,2024-06,99.6
Gross Domestic Product,2024-09,100.6
Gross Domestic Product,2024-12,100.5
Gross Domestic Product,2025-03,100.1
Gross Domestic Product,2025-06,101.1
Gross Domestic Product,2025-09,99.8
Gross Domestic Product,2025-12,
Gross Domestic Product,2026-03,
Gross Domestic Product,2026-06,
Gross Domestic Product,2026-09,
Gross Domestic Product,2026-12,
Final consumption,,V?gs? fogyaszt?s
Final consumption,Date (formatted),Consum final
Final consumption,1995-03,
Final consumption,1995-06,118.9
Final consumption,1995-09,76
Final consumption,1995-12,109.1
Final consumption,1996-03,110.8
Final consumption,1996-06,101.4
Final consumption,1996-09,92.5
Final consumption,1996-12,109.3
Final consumption,1997-03,96.5
Final consumption,1997-06,98.2
Final consumption,1997-09,98.3
Final consumption,1997-12,97.4
Final consumption,1998-03,99.1
Final consumption,1998-06,104.9
Final consumption,1998-09,110.1
Final consumption,1998-12,98.5
Final consumption,1999-03,98
Final consumption,1999-06,95.3
Final consumption,1999-09,105.2
Final consumption,1999-12,89
Final consumption,2000-03,101.3
Final consumption,2000-06,107.4
Final consumption,2000-09,106.8
Final consumption,2000-12,93.7
Final consumption,2001-03,102.1
Final consumption,2001-06,99.6
Final consumption,2001-09,107
Final consumption,2001-12,102
Final consumption,2002-03,100.5
Final consumption,2002-06,97.8
Final consumption,2002-09,99.2
Final consumption,2002-12,108.3
Final consumption,2003-03,97.6
Final consumption,2003-06,101.4
Final consumption,2003-09,102.3
Final consumption,2003-12,99.4
Final consumption,2004-03,108.1
Final consumption,2004-06,104.9
Final consumption,2004-09,99.8
Final consumption,2004-12,100
Final consumption,2005-03,104.6
Final consumption,2005-06,104.6
Final consumption,2005-09,102.7
Final consumption,2005-12,99
Final consumption,2006-03,101.3
Final consumption,2006-06,102.5
Final consumption,2006-09,101.2
Final consumption,2006-12,108.7
Final consumption,2007-03,101
Final consumption,2007-06,100.9
Final consumption,2007-09,101.8
Final consumption,2007-12,104.3
Final consumption,2008-03,102.1
Final consumption,2008-06,101.8
Final consumption,2008-09,104.9
Final consumption,2008-12,91.4
Final consumption,2009-03,96.8
Final consumption,2009-06,100.4
Final consumption,2009-09,100.6
Final consumption,2009-12,102.1
Final consumption,2010-03,95
Final consumption,2010-06,100.1
Final consumption,2010-09,97.1
Final consumption,2010-12,100.7
Final consumption,2011-03,105.3
Final consumption,2011-06,98.7
Final consumption,2011-09,101.9
Final consumption,2011-12,96.7
Final consumption,2012-03,107.8
Final consumption,2012-06,97.3
Final consumption,2012-09,98.8
Final consumption,2012-12,99.3
Final consumption,2013-03,97.9
Final consumption,2013-06,100.8
Final consumption,2013-09,99.3
Final consumption,2013-12,97.1
Final consumption,2014-03,105
Final consumption,2014-06,101.6
Final consumption,2014-09,100.4
Final consumption,2014-12,101.5
Final consumption,2015-03,101.2
Final consumption,2015-06,101.6
Final consumption,2015-09,99.4
Final consumption,2015-12,102.5
Final consumption,2016-03,102.9
Final consumption,2016-06,101.2
Final consumption,2016-09,100.1
Final consumption,2016-12,96.7
Final consumption,2017-03,107.7
Final consumption,2017-06,103.5
Final consumption,2017-09,105
Final consumption,2017-12,97.2
Final consumption,2018-03,102.6
Final consumption,2018-06,103.6
Final consumption,2018-09,102
Final consumption,2018-12,102.2
Final consumption,2019-03,96.8
Final consumption,2019-06,104.3
Final consumption,2019-09,99.7
Final consumption,2019-12,102.4
Final consumption,2020-03,99.2
Final consumption,2020-06,92.1
Final consumption,2020-09,104.7
Final consumption,2020-12,98.8
Final consumption,2021-03,104.1
Final consumption,2021-06,100.3
Final consumption,2021-09,103
Final consumption,2021-12,100.5
Final consumption,2022-03,100.5
Final consumption,2022-06,100.4
Final consumption,2022-09,101.3
Final consumption,2022-12,102
Final consumption,2023-03,99.4
Final consumption,2023-06,100.9
Final consumption,2023-09,100.6
Final consumption,2023-12,101
Final consumption,2024-03,101.8
Final consumption,2024-06,101.8
Final consumption,2024-09,100
Final consumption,2024-12,100.8
Final consumption,2025-03,98.4
Final consumption,2025-06,101
Final consumption,2025-09,100.3
Final consumption,2025-12,
Final consumption,2026-03,
Final consumption,2026-06,
Final consumption,2026-09,
Final consumption,2026-12,
Actual individual consumption of households,,H?ztart?sok t?nyleges egy?ni fogyaszt?sa
Actual individual consumption of households,Date (formatted),Consum individual efectiv al gospod?riilor popula?iei
Actual individual consumption of households,1995-03,
Actual individual consumption of households,1995-06,108.5
Actual individual consumption of households,1995-09,83.4
Actual individual consumption of households,1995-12,109.7
Actual individual consumption of households,1996-03,110.1
Actual individual consumption of households,1996-06,100.1
Actual individual consumption of households,1996-09,89.8
Actual individual consumption of households,1996-12,113.4
Actual individual consumption of households,1997-03,96.4
Actual individual consumption of households,1997-06,97.1
Actual individual consumption of households,1997-09,95.3
Actual individual consumption of households,1997-12,100.7
Actual individual consumption of households,1998-03,99.8
Actual individual consumption of households,1998-06,104.9
Actual individual consumption of households,1998-09,108.9
Actual individual consumption of households,1998-12,98.2
Actual individual consumption of households,1999-03,97
Actual individual consumption of households,1999-06,93.6
Actual individual consumption of households,1999-09,108.8
Actual individual consumption of households,1999-12,86.6
Actual individual consumption of households,2000-03,103.2
Actual individual consumption of households,2000-06,106
Actual individual consumption of households,2000-09,105.9
Actual individual consumption of households,2000-12,95.3
Actual individual consumption of households,2001-03,101.1
Actual individual consumption of households,2001-06,101.1
Actual individual consumption of households,2001-09,105.7
Actual individual consumption of households,2001-12,103.3
Actual individual consumption of households,2002-03,101.1
Actual individual consumption of households,2002-06,98
Actual individual consumption of households,2002-09,98.9
Actual individual consumption of households,2002-12,110.6
Actual individual consumption of households,2003-03,97.9
Actual individual consumption of households,2003-06,102
Actual individual consumption of households,2003-09,100.6
Actual individual consumption of households,2003-12,100.8
Actual individual consumption of households,2004-03,107.3
Actual individual consumption of households,2004-06,104.6
Actual individual consumption of households,2004-09,102.9
Actual individual consumption of households,2004-12,99.8
Actual individual consumption of households,2005-03,103.4
Actual individual consumption of households,2005-06,103.9
Actual individual consumption of households,2005-09,101.7
Actual individual consumption of households,2005-12,103.2
Actual individual consumption of households,2006-03,100.7
Actual individual consumption of households,2006-06,103.3
Actual individual consumption of households,2006-09,101.9
Actual individual consumption of households,2006-12,104.5
Actual individual consumption of households,2007-03,104
Actual individual consumption of households,2007-06,100.5
Actual individual consumption of households,2007-09,102.3
Actual individual consumption of households,2007-12,104.7
Actual individual consumption of households,2008-03,102.7
Actual individual consumption of households,2008-06,101.8
Actual individual consumption of households,2008-09,101.1
Actual individual consumption of households,2008-12,97
Actual individual consumption of households,2009-03,94
Actual individual consumption of households,2009-06,100.3
Actual individual consumption of households,2009-09,101.8
Actual individual consumption of households,2009-12,101.2
Actual individual consumption of households,2010-03,96
Actual individual consumption of households,2010-06,99.5
Actual individual consumption of households,2010-09,97.1
Actual individual consumption of households,2010-12,101.3
Actual individual consumption of households,2011-03,103.6
Actual individual consumption of households,2011-06,98.8
Actual individual consumption of households,2011-09,102.9
Actual individual consumption of households,2011-12,97.3
Actual individual consumption of households,2012-03,105.9
Actual individual consumption of households,2012-06,97.2
Actual individual consumption of households,2012-09,98.2
Actual individual consumption of households,2012-12,99.4
Actual individual consumption of households,2013-03,97.7
Actual individual consumption of households,2013-06,101.4
Actual individual consumption of households,2013-09,99.7
Actual individual consumption of households,2013-12,96
Actual individual consumption of households,2014-03,105.2
Actual individual consumption of households,2014-06,101.1
Actual individual consumption of households,2014-09,100.6
Actual individual consumption of households,2014-12,101
Actual individual consumption of households,2015-03,102.6
Actual individual consumption of households,2015-06,101.3
Actual individual consumption of households,2015-09,99.3
Actual individual consumption of households,2015-12,102.9
Actual individual consumption of households,2016-03,102.7
Actual individual consumption of households,2016-06,101.8
Actual individual consumption of households,2016-09,98.6
Actual individual consumption of households,2016-12,96.3
Actual individual consumption of households,2017-03,110.1
Actual individual consumption of households,2017-06,103.7
Actual individual consumption of households,2017-09,104.3
Actual individual consumption of households,2017-12,98
Actual individual consumption of households,2018-03,102.6
Actual individual consumption of households,2018-06,103.2
Actual individual consumption of households,2018-09,102.6
Actual individual consumption of households,2018-12,101
Actual individual consumption of households,2019-03,97.9
Actual individual consumption of households,2019-06,103.7
Actual individual consumption of households,2019-09,99.6
Actual individual consumption of households,2019-12,102.1
Actual individual consumption of households,2020-03,99.5
Actual individual consumption of households,2020-06,90.1
Actual individual consumption of households,2020-09,105.3
Actual individual consumption of households,2020-12,100.3
Actual individual consumption of households,2021-03,104.5
Actual individual consumption of households,2021-06,99.9
Actual individual consumption of households,2021-09,104
Actual individual consumption of households,2021-12,98.8
Actual individual consumption of households,2022-03,102.1
Actual individual consumption of households,2022-06,100.8
Actual individual consumption of households,2022-09,101.5
Actual individual consumption of households,2022-12,102.5
Actual individual consumption of households,2023-03,97.6
Actual individual consumption of households,2023-06,101.4
Actual individual consumption of households,2023-09,100.8
Actual individual consumption of households,2023-12,102.8
Actual individual consumption of households,2024-03,100.9
Actual individual consumption of households,2024-06,101.2
Actual individual consumption of households,2024-09,99.9
Actual individual consumption of households,2024-12,100.4
Actual individual consumption of households,2025-03,99.7
Actual individual consumption of households,2025-06,100.6
Actual individual consumption of households,2025-09,100.2
Actual individual consumption of households,2025-12,
Actual individual consumption of households,2026-03,
Actual individual consumption of households,2026-06,
Actual individual consumption of households,2026-09,
Actual individual consumption of households,2026-12,
Final consumption expenditure of households,,H?ztart?sok v?gs? fogyaszt?si kiad?sai
Final consumption expenditure of households,Date (formatted),Cheltuielile de consum final ale gospod?riilor popula?iei
Final consumption expenditure of households,1995-03,
Final consumption expenditure of households,1995-06,102.2
Final consumption expenditure of households,1995-09,95.2
Final consumption expenditure of households,1995-12,102.4
Final consumption expenditure of households,1996-03,109.2
Final consumption expenditure of households,1996-06,101.3
Final consumption expenditure of households,1996-09,89.8
Final consumption expenditure of households,1996-12,111.8
Final consumption expenditure of households,1997-03,96.4
Final consumption expenditure of households,1997-06,97.9
Final consumption expenditure of households,1997-09,94.2
Final consumption expenditure of households,1997-12,100.9
Final consumption expenditure of households,1998-03,101.5
Final consumption expenditure of households,1998-06,104.9
Final consumption expenditure of households,1998-09,109.2
Final consumption expenditure of households,1998-12,95
Final consumption expenditure of households,1999-03,98
Final consumption expenditure of households,1999-06,93
Final consumption expenditure of households,1999-09,111.2
Final consumption expenditure of households,1999-12,83.9
Final consumption expenditure of households,2000-03,105.1
Final consumption expenditure of households,2000-06,106.2
Final consumption expenditure of households,2000-09,105.5
Final consumption expenditure of households,2000-12,96
Final consumption expenditure of households,2001-03,101.3
Final consumption expenditure of households,2001-06,102.3
Final consumption expenditure of households,2001-09,105.9
Final consumption expenditure of households,2001-12,103.9
Final consumption expenditure of households,2002-03,99.6
Final consumption expenditure of households,2002-06,98.1
Final consumption expenditure of households,2002-09,98.8
Final consumption expenditure of households,2002-12,113
Final consumption expenditure of households,2003-03,98.4
Final consumption expenditure of households,2003-06,102.5
Final consumption expenditure of households,2003-09,98.5
Final consumption expenditure of households,2003-12,102.4
Final consumption expenditure of households,2004-03,107.4
Final consumption expenditure of households,2004-06,103.7
Final consumption expenditure of households,2004-09,106.2
Final consumption expenditure of households,2004-12,100
Final consumption expenditure of households,2005-03,102
Final consumption expenditure of households,2005-06,104.3
Final consumption expenditure of households,2005-09,100
Final consumption expenditure of households,2005-12,106.6
Final consumption expenditure of households,2006-03,99.2
Final consumption expenditure of households,2006-06,104.4
Final consumption expenditure of households,2006-09,101.4
Final consumption expenditure of households,2006-12,103.6
Final consumption expenditure of households,2007-03,106.3
Final consumption expenditure of households,2007-06,100.3
Final consumption expenditure of households,2007-09,102.4
Final consumption expenditure of households,2007-12,104.9
Final consumption expenditure of households,2008-03,102.7
Final consumption expenditure of households,2008-06,101.8
Final consumption expenditure of households,2008-09,98.8
Final consumption expenditure of households,2008-12,100.3
Final consumption expenditure of households,2009-03,90.8
Final consumption expenditure of households,2009-06,100.9
Final consumption expenditure of households,2009-09,103.7
Final consumption expenditure of households,2009-12,100.9
Final consumption expenditure of households,2010-03,94.4
Final consumption expenditure of households,2010-06,98.2
Final consumption expenditure of households,2010-09,97.5
Final consumption expenditure of households,2010-12,102.2
Final consumption expenditure of households,2011-03,104.3
Final consumption expenditure of households,2011-06,99.6
Final consumption expenditure of households,2011-09,102.6
Final consumption expenditure of households,2011-12,98.5
Final consumption expenditure of households,2012-03,105.1
Final consumption expenditure of households,2012-06,96.9
Final consumption expenditure of households,2012-09,98.1
Final consumption expenditure of households,2012-12,99.5
Final consumption expenditure of households,2013-03,98
Final consumption expenditure of households,2013-06,101.6
Final consumption expenditure of households,2013-09,100.5
Final consumption expenditure of households,2013-12,97.4
Final consumption expenditure of households,2014-03,103.2
Final consumption expenditure of households,2014-06,101.3
Final consumption expenditure of households,2014-09,100.4
Final consumption expenditure of households,2014-12,101.9
Final consumption expenditure of households,2015-03,102.4
Final consumption expenditure of households,2015-06,100.8
Final consumption expenditure of households,2015-09,100
Final consumption expenditure of households,2015-12,103.2
Final consumption expenditure of households,2016-03,103.7
Final consumption expenditure of households,2016-06,102.3
Final consumption expenditure of households,2016-09,98.2
Final consumption expenditure of households,2016-12,96.7
Final consumption expenditure of households,2017-03,109.5
Final consumption expenditure of households,2017-06,104.3
Final consumption expenditure of households,2017-09,104.7
Final consumption expenditure of households,2017-12,97.7
Final consumption expenditure of households,2018-03,103.2
Final consumption expenditure of households,2018-06,104.1
Final consumption expenditure of households,2018-09,102.3
Final consumption expenditure of households,2018-12,100.5
Final consumption expenditure of households,2019-03,97.4
Final consumption expenditure of households,2019-06,103.1
Final consumption expenditure of households,2019-09,100.2
Final consumption expenditure of households,2019-12,102.4
Final consumption expenditure of households,2020-03,99.2
Final consumption expenditure of households,2020-06,88.9
Final consumption expenditure of households,2020-09,106.7
Final consumption expenditure of households,2020-12,99.8
Final consumption expenditure of households,2021-03,105.3
Final consumption expenditure of households,2021-06,99.7
Final consumption expenditure of households,2021-09,104.7
Final consumption expenditure of households,2021-12,99.4
Final consumption expenditure of households,2022-03,101.9
Final consumption expenditure of households,2022-06,100
Final consumption expenditure of households,2022-09,102.2
Final consumption expenditure of households,2022-12,102.3
Final consumption expenditure of households,2023-03,97.6
Final consumption expenditure of households,2023-06,101.3
Final consumption expenditure of households,2023-09,100.8
Final consumption expenditure of households,2023-12,102.3
Final consumption expenditure of households,2024-03,101.4
Final consumption expenditure of households,2024-06,102.4
Final consumption expenditure of households,2024-09,99.7
Final consumption expenditure of households,2024-12,100.5
Final consumption expenditure of households,2025-03,99.6
Final consumption expenditure of households,2025-06,100.1
Final consumption expenditure of households,2025-09,100
Final consumption expenditure of households,2025-12,
Final consumption expenditure of households,2026-03,
Final consumption expenditure of households,2026-06,
Final consumption expenditure of households,2026-09,
Final consumption expenditure of households,2026-12,
Final consumption expenditure of Non-profit institutions serving households,,A h?ztart?sokat kiszolg?l? nonprofit int?zm?nyek v?gs? fogyaszt?si kiad?sai
Final consumption expenditure of Non-profit institutions serving households,Date (formatted),Cheltuielile de consum final ale institu?iilor non-profit care deservesc gospod?riile
Final consumption expenditure of Non-profit institutions serving households,1995-03,
Final consumption expenditure of Non-profit institutions serving households,1995-06,122
Final consumption expenditure of Non-profit institutions serving households,1995-09,97.8
Final consumption expenditure of Non-profit institutions serving households,1995-12,103.1
Final consumption expenditure of Non-profit institutions serving households,1996-03,136
Final consumption expenditure of Non-profit institutions serving households,1996-06,102.2
Final consumption expenditure of Non-profit institutions serving households,1996-09,95.4
Final consumption expenditure of Non-profit institutions serving households,1996-12,99.7
Final consumption expenditure of Non-profit institutions serving households,1997-03,114.4
Final consumption expenditure of Non-profit institutions serving households,1997-06,94.4
Final consumption expenditure of Non-profit institutions serving households,1997-09,104.5
Final consumption expenditure of Non-profit institutions serving households,1997-12,99
Final consumption expenditure of Non-profit institutions serving households,1998-03,131.5
Final consumption expenditure of Non-profit institutions serving households,1998-06,118.5
Final consumption expenditure of Non-profit institutions serving households,1998-09,101.1
Final consumption expenditure of Non-profit institutions serving households,1998-12,94.8
Final consumption expenditure of Non-profit institutions serving households,1999-03,113.5
Final consumption expenditure of Non-profit institutions serving households,1999-06,105
Final consumption expenditure of Non-profit institutions serving households,1999-09,119.4
Final consumption expenditure of Non-profit institutions serving households,1999-12,94.7
Final consumption expenditure of Non-profit institutions serving households,2000-03,96.1
Final consumption expenditure of Non-profit institutions serving households,2000-06,110.2
Final consumption expenditure of Non-profit institutions serving households,2000-09,108.1
Final consumption expenditure of Non-profit institutions serving households,2000-12,110.5
Final consumption expenditure of Non-profit institutions serving households,2001-03,94.6
Final consumption expenditure of Non-profit institutions serving households,2001-06,105.8
Final consumption expenditure of Non-profit institutions serving households,2001-09,93.9
Final consumption expenditure of Non-profit institutions serving households,2001-12,121.5
Final consumption expenditure of Non-profit institutions serving households,2002-03,90.5
Final consumption expenditure of Non-profit institutions serving households,2002-06,94.8
Final consumption expenditure of Non-profit institutions serving households,2002-09,102.5
Final consumption expenditure of Non-profit institutions serving households,2002-12,100.9
Final consumption expenditure of Non-profit institutions serving households,2003-03,104.3
Final consumption expenditure of Non-profit institutions serving households,2003-06,101.9
Final consumption expenditure of Non-profit institutions serving households,2003-09,103.6
Final consumption expenditure of Non-profit institutions serving households,2003-12,93.5
Final consumption expenditure of Non-profit institutions serving households,2004-03,119.3
Final consumption expenditure of Non-profit institutions serving households,2004-06,101.7
Final consumption expenditure of Non-profit institutions serving households,2004-09,104
Final consumption expenditure of Non-profit institutions serving households,2004-12,96.7
Final consumption expenditure of Non-profit institutions serving households,2005-03,96.8
Final consumption expenditure of Non-profit institutions serving households,2005-06,107.8
Final consumption expenditure of Non-profit institutions serving households,2005-09,105.1
Final consumption expenditure of Non-profit institutions serving households,2005-12,105.5
Final consumption expenditure of Non-profit institutions serving households,2006-03,94.5
Final consumption expenditure of Non-profit institutions serving households,2006-06,100.1
Final consumption expenditure of Non-profit institutions serving households,2006-09,102.9
Final consumption expenditure of Non-profit institutions serving households,2006-12,103.6
Final consumption expenditure of Non-profit institutions serving households,2007-03,100.8
Final consumption expenditure of Non-profit institutions serving households,2007-06,100.4
Final consumption expenditure of Non-profit institutions serving households,2007-09,103
Final consumption expenditure of Non-profit institutions serving households,2007-12,100.1
Final consumption expenditure of Non-profit institutions serving households,2008-03,105.8
Final consumption expenditure of Non-profit institutions serving households,2008-06,102.3
Final consumption expenditure of Non-profit institutions serving households,2008-09,98.5
Final consumption expenditure of Non-profit institutions serving households,2008-12,102.6
Final consumption expenditure of Non-profit institutions serving households,2009-03,102.9
Final consumption expenditure of Non-profit institutions serving households,2009-06,105
Final consumption expenditure of Non-profit institutions serving households,2009-09,98
Final consumption expenditure of Non-profit institutions serving households,2009-12,104
Final consumption expenditure of Non-profit institutions serving households,2010-03,97.2
Final consumption expenditure of Non-profit institutions serving households,2010-06,97.1
Final consumption expenditure of Non-profit institutions serving households,2010-09,96.5
Final consumption expenditure of Non-profit institutions serving households,2010-12,102.5
Final consumption expenditure of Non-profit institutions serving households,2011-03,94.1
Final consumption expenditure of Non-profit institutions serving households,2011-06,94.9
Final consumption expenditure of Non-profit institutions serving households,2011-09,97.9
Final consumption expenditure of Non-profit institutions serving households,2011-12,96.4
Final consumption expenditure of Non-profit institutions serving households,2012-03,123.3
Final consumption expenditure of Non-profit institutions serving households,2012-06,102.9
Final consumption expenditure of Non-profit institutions serving households,2012-09,101
Final consumption expenditure of Non-profit institutions serving households,2012-12,100.6
Final consumption expenditure of Non-profit institutions serving households,2013-03,29.1
Final consumption expenditure of Non-profit institutions serving households,2013-06,101.1
Final consumption expenditure of Non-profit institutions serving households,2013-09,98.7
Final consumption expenditure of Non-profit institutions serving households,2013-12,102.3
Final consumption expenditure of Non-profit institutions serving households,2014-03,166.3
Final consumption expenditure of Non-profit institutions serving households,2014-06,100.7
Final consumption expenditure of Non-profit institutions serving households,2014-09,96.1
Final consumption expenditure of Non-profit institutions serving households,2014-12,106.9
Final consumption expenditure of Non-profit institutions serving households,2015-03,107.3
Final consumption expenditure of Non-profit institutions serving households,2015-06,99.1
Final consumption expenditure of Non-profit institutions serving households,2015-09,93.3
Final consumption expenditure of Non-profit institutions serving households,2015-12,115.2
Final consumption expenditure of Non-profit institutions serving households,2016-03,74.2
Final consumption expenditure of Non-profit institutions serving households,2016-06,103
Final consumption expenditure of Non-profit institutions serving households,2016-09,124.4
Final consumption expenditure of Non-profit institutions serving households,2016-12,76.8
Final consumption expenditure of Non-profit institutions serving households,2017-03,100.8
Final consumption expenditure of Non-profit institutions serving households,2017-06,107.1
Final consumption expenditure of Non-profit institutions serving households,2017-09,111.9
Final consumption expenditure of Non-profit institutions serving households,2017-12,92.8
